operator_id,player_id,first_name,last_name_01,last_name_02,sex,birthdate,document_type_id,identification_document,email,login,pseudonym,resident,address,country,telephone,activation_date,fiscal_region,payment_method_id,cnj_status,deposit_limit_day,deposit_limit_month,deposit_limit_year,vsvdi_status,vsvdi_date,vdocumental_status,vdocumental_date
1,25,Encarnacion,Iborra,Vallés,M,1999-06-05,OT,378631938425358,juan-carlos67@porras.com,juan-carlos67@porras.com,juan-carlos67,S,"Camino de Pablo Márquez 64 Puerta 3 
Valencia, 83489",Spain,+34556165171,2017-07-22,06,3,PV,-1,600,600,S,2017-08-12,N,2017-07-30
1,26,Женимира,Вампирска,Крушовска,M,1975-12-17,OT,6011420222574042,emiliankesov@gmail.com,emiliankesov@gmail.com,emiliankesov,N,"56697 Топалко Loop
North Красидараville, MO 29054",Bulgaria,+359(0)711921340,2014-07-20,18,15,C,600,3000,-1,N,2014-07-31,N,2014-08-05
1,27,Daniel,Carrillo,Mur,F,1998-09-22,PA,180055329395814,jose-carloscamps@vilanova.com,jose-carloscamps@vilanova.com,jose-carloscamps,S,"Acceso de Esperanza Barco 4
Tarragona, 30608",Spain,+34896627997,2018-10-06,06,7,PR,600,-1,-1,N,2018-10-08,S,2018-10-20
1,28,Emilia,Cazorla,Río,M,1986-11-22,SS,6011863930459438,cesar41@marquez-cabrera.biz,cesar41@marquez-cabrera.biz,cesar41,S,"Avenida Juan Manuel Larrañaga 4
Ciudad, 98323",Spain,+34279410432,2012-12-18,14,5,C,-1,600,600,S,2012-12-25,N,2013-01-07
1,29,Lorenzo,Duarte,Bastida,F,1992-01-20,DL,343090716593022,zcorral@busquets-alegre.com,zcorral@busquets-alegre.com,zcorral,S,"Acceso Pilar Suarez 22 Apt. 23 
Soria, 84474",Spain,+34566367552,2017-08-10,06,4,C,-1,-1,1500,N,2017-09-06,S,2017-08-16
1,30,Imre,Sándor,Nagy,F,1994-12-08,DL,341607740387766,eszter80@kiraly.org,eszter80@kiraly.org,eszter80,N,"Szabadság utca 46.
H-1333 Debrecen",Hungary,(04)/539-5692,2013-05-18,10,16,A,3000,1500,3000,S,2013-06-01,N,2013-05-25
1,31,Jordi,Suarez,Verdugo,F,1975-11-27,DL,3533025424354998,marinoaitor@colomer.com,marinoaitor@colomer.com,marinoaitor,S,"Plaza de Gema Elorza 61
Barcelona, 41541",Spain,+34218640653,2015-03-27,08,16,A,-1,600,600,S,2015-04-23,S,2015-04-09
1,32,Jacob,Dominguez,Ward,F,1976-12-12,SS,36819023614689,rodriguezstephanie@bih.net.ba,rodriguezstephanie@bih.net.ba,rodriguezstephanie,N,"5008 Michael Drives Suite 512
Sawyerfurt, OH 33883",Bosnia and Herzegovina,051206212,2012-09-19,12,18,C,600,1500,-1,N,2012-10-07,S,2012-10-17
1,33,Yolanda,Montero,Toro,F,1990-03-01,DL,38889462288020,gutierrezruben@pintor.com,gutierrezruben@pintor.com,gutierrezruben,S,"Acceso Rosa Molins 652
Valencia, 62367",Spain,+34981324179,2013-11-07,10,18,A,600,3000,600,N,2013-11-18,S,2013-12-07
1,34,Jaime,Zapata,Barros,F,1991-04-13,ID,4220396223597145,gregoriocasanovas@manzano.com,gregoriocasanovas@manzano.com,gregoriocasanovas,S,"Acceso de Yolanda Vargas 85
Murcia, 57107",Spain,+34089469857,2018-07-05,14,7,A,-1,-1,600,S,2018-07-30,N,2018-07-14
1,35,Alicia,Cerdá,Salmerón,M,1996-10-24,DL,4202072541301070,izaguirrejaime@hotmail.com,izaguirrejaime@hotmail.com,izaguirrejaime,S,"Calle Antonio Perea 4
Girona, 28017",Spain,+34295088754,2011-03-06,08,1,A,1500,-1,1500,N,2011-04-02,S,2011-03-25
1,36,Nuria,Godoy,Miranda,F,1997-02-18,PA,3523711579755681,borrellgonzalo@bosch.org,borrellgonzalo@bosch.org,borrellgonzalo,S,"Calle de Javier Ortuño 80 Apt. 91 
Pontevedra, 81363",Spain,+34715873254,2012-07-22,15,9,PV,600,-1,1500,S,2012-08-08,S,2012-08-17
1,37,Sebastian,Vilanova,Soler,F,1980-03-15,SS,3584518303567365,gabriel33@iriarte-amaya.com,gabriel33@iriarte-amaya.com,gabriel33,S,"Urbanización de Miguel Luís 67 Puerta 3 
Tarragona, 14270",Spain,+34813334843,2014-08-17,04,3,SC,3000,-1,-1,S,2014-08-29,S,2014-09-03
1,38,Тимофей,Жукова,Селезнева,F,1990-04-22,PA,4109141531491458,anatoli_1997@mail.ru,anatoli_1997@mail.ru,anatoli_1997,N,"к. Валаам, ул. Ильича, д. 54, 474501",Russian Federation,8(090)695-12-06,2019-07-04,13,9,A,-1,600,3000,S,2019-07-21,S,2019-07-25
1,39,Jorge,Belda,Lobato,F,1979-08-08,PA,30283895351472,arandaalicia@sanabria-lluch.info,arandaalicia@sanabria-lluch.info,arandaalicia,S,"Plaza de Rosario Montoya 96 Apt. 34 
Baleares, 53803",Spain,+34694020033,2014-07-11,05,20,A,600,1500,1500,N,2014-08-03,S,2014-08-07
1,40,Juan Antonio,Berrocal,Menendez,M,1996-06-05,OT,3562303930401452,miguel-angelcarreras@gmail.com,miguel-angelcarreras@gmail.com,miguel-angelcarreras,S,"Ronda de Josep Pazos 33
Zaragoza, 30155",Spain,+34662795672,2012-08-17,19,6,C,3000,-1,-1,N,2012-09-13,S,2012-08-20
1,41,Marta,Ugarte,Ibáñez,M,1992-04-29,OT,30259873099358,wcasals@yahoo.com,wcasals@yahoo.com,wcasals,S,"Via de Sergio Manuel 2
Sevilla, 16638",Spain,+34650514883,2012-11-03,20,4,A,1500,3000,600,S,2012-11-11,N,2012-11-28
1,42,Gema,Iglesias,Ortuño,F,1999-12-22,SS,213116780726797,vvazquez@campillo-arellano.com,vvazquez@campillo-arellano.com,vvazquez,S,"Acceso de Jose Angel Alvarez 94 Apt. 12 
Almería, 93376",Spain,+34487011077,2016-06-23,04,1,AC,-1,1500,-1,S,2016-07-19,N,2016-06-30
1,43,Ricardo,Millán,Parejo,F,1970-05-20,ID,3593468997421512,carolina77@yahoo.com,carolina77@yahoo.com,carolina77,S,"Via de Adrián Alba 16
Segovia, 11343",Spain,+34581091758,2012-07-31,08,11,PV,3000,-1,3000,S,2012-08-20,N,2012-08-11
1,44,Alberto,Paniagua,Coello,M,1982-03-17,OT,30145588378015,gfortuny@yahoo.com,gfortuny@yahoo.com,gfortuny,S,"Pasadizo de Alfonso Barrio 90
Tarragona, 22431",Spain,+34811997332,2013-09-11,12,6,O,1500,1500,1500,N,2013-09-22,S,2013-09-14
1,45,Vicenta,Corral,Sevillano,F,1999-06-13,SS,4863826615697303,sernajosefina@gmail.com,sernajosefina@gmail.com,sernajosefina,S,"Acceso de Angela Bárcena 77
Pontevedra, 92876",Spain,+34301872413,2010-10-17,17,19,O,-1,600,3000,N,2010-10-27,N,2010-10-30
1,46,준서,김,김,M,1977-03-02,DL,5529153570034478,junhyeoggim@dreamwiz.com,junhyeoggim@dreamwiz.com,junhyeoggim,N,충청북도 오산시 학동길 (은지최동),"Korea, Republic of",02-4222-2363,2010-07-02,11,10,AE,1500,3000,3000,S,2010-07-15,N,2010-08-01
1,47,Спас,Примаченко,Негода,F,1978-09-21,DL,3513083879579977,vladyslav40@bhydenko-datsiuk.укр,vladyslav40@bhydenko-datsiuk.укр,vladyslav40,N,"вулиця Кирова, 6, селище Алла, 26075",Ukraine,0184834265,2012-10-08,05,14,PR,-1,-1,600,S,2012-10-09,S,2012-10-12
1,48,Mikael,Laaksonen,Mäkinen,F,1976-07-19,PA,30597317734324,valtteri47@raty.com,valtteri47@raty.com,valtteri47,N,"Rantavarastontie 20
25518 Suonenjoki",Finland,+358052840527,2012-04-24,05,3,O,3000,3000,3000,S,2012-04-30,N,2012-05-06
1,49,Enrique,Corominas,Amigó,F,1981-02-06,PA,4011990257500745,plaruben@hotmail.com,plaruben@hotmail.com,plaruben,S,"Plaza de Gloria Rosa 38 Apt. 04 
Teruel, 00673",Spain,+34028685403,2014-08-22,16,10,SC,600,1500,-1,N,2014-09-01,S,2014-09-21
1,50,Luís,Novoa,Murcia,M,1996-01-27,SS,5281986867104605,tgutierrez@bas-cid.com,tgutierrez@bas-cid.com,tgutierrez,S,"Alameda de Asunción Cases 754
Zaragoza, 28311",Spain,+34561386080,2014-07-23,13,2,O,3000,1500,-1,N,2014-07-26,N,2014-07-27
1,51,Eugenia,Torrens,Aranda,F,1984-12-07,PA,5410320734652071,eliasbeatriz@hotmail.com,eliasbeatriz@hotmail.com,eliasbeatriz,S,"Pasadizo de Juan José Haro 41 Apt. 49 
Las Palmas, 92411",Spain,+34695845567,2015-03-19,16,19,SC,1500,3000,1500,S,2015-04-02,S,2015-04-08
1,52,Lorena,Ballester,Iglesias,M,1986-05-01,PA,36284853904777,olivemonica@hotmail.com,olivemonica@hotmail.com,olivemonica,S,"Urbanización de Esperanza Carranza 4 Apt. 65 
Málaga, 23448",Spain,+34143432889,2016-05-13,21,14,O,600,1500,3000,S,2016-05-26,N,2016-05-27
1,53,Marina,Lluch,Hervás,F,1974-09-09,SS,4545150334017776,joan35@gmail.com,joan35@gmail.com,joan35,S,"Urbanización de Cesar Abella 616
Córdoba, 94922",Spain,+34944257554,2019-04-12,08,13,PR,1500,3000,3000,N,2019-04-29,N,2019-04-23
1,54,Julian,Almazán,Domínguez,M,1992-01-13,OT,5269751433527481,mario09@yahoo.com,mario09@yahoo.com,mario09,S,"Ronda de Jorge Cárdenas 7 Piso 5 
Ávila, 35359",Spain,+34770544021,2016-07-27,14,19,A,1500,600,3000,N,2016-08-05,N,2016-08-13
1,55,Vanesa,Sáenz,Ugarte,F,1984-04-20,PA,4324268282829,benaventeluis@gallart-casado.com,benaventeluis@gallart-casado.com,benaventeluis,S,"Glorieta de Domingo Tejera 7 Puerta 4 
Guadalajara, 22280",Spain,+34110696886,2015-02-07,18,17,A,-1,-1,1500,S,2015-03-02,S,2015-02-11
1,56,Adriana,Cantero,Pedrero,M,1970-12-12,ID,4133377548682941,planasgema@gmail.com,planasgema@gmail.com,planasgema,S,"Plaza de Felipe Echevarría 96
Ávila, 47086",Spain,+34639500297,2013-01-25,22,9,A,-1,1500,600,S,2013-02-19,S,2013-02-16
1,57,Trinidad,Cerdán,Martín,F,1992-11-07,OT,5127170522343688,corralnerea@badia-albero.com,corralnerea@badia-albero.com,corralnerea,S,"Urbanización de Jose Luis Arregui 203 Puerta 7 
Cáceres, 91580",Spain,+34103249802,2010-02-09,12,11,A,600,600,600,N,2010-02-23,S,2010-03-10
1,58,Lorena,Duque,Tovar,F,1987-05-28,OT,502030748839,uarnaiz@gmail.com,uarnaiz@gmail.com,uarnaiz,S,"Avenida de Gonzalo Peña 1 Piso 7 
Las Palmas, 56045",Spain,+34435357239,2019-06-20,18,2,PR,600,3000,-1,S,2019-07-13,N,2019-07-18
1,59,Natalia,Campillo,Gual,M,1992-03-15,DL,3590109186263140,recheverria@baro.com,recheverria@baro.com,recheverria,S,"Camino de Paula Hidalgo 55 Puerta 3 
Madrid, 60446",Spain,+34386286729,2013-04-13,12,14,AC,600,1500,3000,S,2013-04-18,N,2013-04-16
1,60,Anna,Pardo,Valverde,M,1998-10-17,ID,4282215565638926,alba22@hotmail.com,alba22@hotmail.com,alba22,S,"Pasaje de Miriam Tamarit 22 Piso 9 
Soria, 94233",Spain,+34582737231,2017-07-28,19,15,A,1500,3000,600,N,2017-08-09,S,2017-08-26
1,61,Josefina,Diez,Alcaraz,F,1994-04-12,OT,5299326195010457,lalba@arribas-alcala.net,lalba@arribas-alcala.net,lalba,S,"Cuesta Soledad Rosselló 64
Ciudad, 06534",Spain,+34322581474,2010-03-04,08,17,AE,3000,1500,3000,N,2010-03-20,N,2010-03-28
1,62,Niklas,Lindberg,Andersson,M,1980-07-31,PA,3557181323148543,llundin@fredriksson.com,llundin@fredriksson.com,llundin,N,"Furuvägen 4
37815 Lidingö",Sweden,08-33638651,2018-10-14,18,13,S,-1,1500,1500,N,2018-10-20,S,2018-10-19
1,63,Yolanda,Terrón,Palomar,F,1996-11-28,DL,4681266618199331209,estebanfelix@cabanillas.org,estebanfelix@cabanillas.org,estebanfelix,S,"Rambla Jose Francisco Gracia 38 Puerta 4 
Girona, 16557",Spain,+34634716667,2016-05-23,12,17,S,1500,600,1500,N,2016-06-19,N,2016-06-14
1,64,詩涵,胡,丁,M,1976-07-12,PA,342019489801669,xiulanyang@lin.com,xiulanyang@lin.com,xiulanyang,N,988 員林市動物園巷737號4樓,"Taiwan, Province of China",091113577,2018-06-20,02,10,AE,-1,1500,-1,S,2018-07-15,S,2018-06-26
1,65,Marta,Marcos,Botella,M,1989-07-17,DL,4854863207581,sandra79@jaen.biz,sandra79@jaen.biz,sandra79,S,"Avenida de Julia Roman 707 Piso 4 
Guadalajara, 35787",Spain,+34939015999,2016-06-26,21,4,PV,3000,1500,3000,N,2016-07-06,N,2016-07-08
1,66,Gregorio,Blasco,Ferrándiz,F,1975-05-03,OT,676318009146,yolandaferrera@hotmail.com,yolandaferrera@hotmail.com,yolandaferrera,S,"Urbanización de Gabriel Alberto 53 Apt. 72 
Valladolid, 81091",Spain,+34342389447,2014-04-18,21,13,PR,-1,600,600,N,2014-04-30,N,2014-04-19
1,67,Xavier,Amores,Pedraza,F,1992-09-09,PA,4851444293788552,remedioscastillo@fernandez.net,remedioscastillo@fernandez.net,remedioscastillo,S,"Via Rosa Barral 6 Piso 4 
León, 72402",Spain,+34277623023,2014-05-22,20,2,O,600,-1,3000,N,2014-06-16,S,2014-06-21
1,68,Vakarė,Nausėda,Sakalauskas,F,1993-10-10,OT,3599541722797549,ogagys@hotmail.com,ogagys@hotmail.com,ogagys,N,"PSC 9326, Box 6762
APO AE 80783",Lithuania,+(370)63199435,2018-06-14,20,2,AE,3000,1500,-1,S,2018-06-22,N,2018-07-11
1,69,Francisco Javier,Sotelo,Perera,F,1980-05-02,ID,4271561965103375729,miguelsalom@alberto.net,miguelsalom@alberto.net,miguelsalom,S,"Pasadizo Vicenta Gelabert 19 Piso 6 
Almería, 25803",Spain,+34831129527,2014-06-09,09,20,PV,-1,3000,1500,N,2014-06-24,N,2014-06-24
1,70,Josefa,Barrios,Aguiló,M,1976-02-17,DL,30464480389834,juan-luis73@sainz-lara.biz,juan-luis73@sainz-lara.biz,juan-luis73,S,"Rambla Raquel Izquierdo 81 Puerta 2 
Madrid, 88295",Spain,+34641567098,2011-04-12,17,6,PV,3000,-1,1500,S,2011-04-17,N,2011-04-13
1,71,Theres,Seifert,Franke,F,1980-04-21,ID,568079892952,adlermina@gunpf.net,adlermina@gunpf.net,adlermina,N,"Ehrentraud-Klemm-Straße 6/7
95838 Niesky",Germany,+49(0)417819082,2011-05-02,19,3,A,3000,-1,1500,S,2011-06-01,N,2011-05-04
1,72,Yolanda,Mascaró,Vallés,M,1982-02-23,OT,4968027540417115,paula86@canizares-mir.com,paula86@canizares-mir.com,paula86,S,"Cuesta de Pedro Llorente 275
Castellón, 81667",Spain,+34885369890,2018-03-12,09,19,AE,1500,3000,-1,S,2018-03-20,S,2018-03-27
1,73,Margarita,Arnal,Gallardo,M,1986-11-05,ID,5513107211691094,egonzalo@gmail.com,egonzalo@gmail.com,egonzalo,S,"Pasaje Milagros Llamas 55
Lleida, 51180",Spain,+34228210022,2015-10-12,04,8,A,-1,600,600,N,2015-10-17,S,2015-10-15
1,74,Elisa,Puig,Hidalgo,F,1995-07-25,DL,4522167669687,francisca58@hotmail.com,francisca58@hotmail.com,francisca58,S,"Urbanización Josep Garrido 93 Piso 7 
La Rioja, 50766",Spain,+34588425709,2014-11-18,01,14,SC,3000,3000,-1,N,2014-12-07,N,2014-11-23
1,75,Iker,Navarrete,Santos,M,1981-06-11,ID,213117526136630,gregoriosilva@yahoo.com,gregoriosilva@yahoo.com,gregoriosilva,S,"Vial Domingo Cerdán 548
Córdoba, 65065",Spain,+34741219264,2011-04-10,16,6,AC,1500,3000,-1,N,2011-04-22,S,2011-04-17
1,76,Lidia,Aparicio,Mateu,M,1981-05-01,DL,4932503422079118178,rosadofelipe@galindo-bermudez.com,rosadofelipe@galindo-bermudez.com,rosadofelipe,S,"Cañada de Vicente Antón 91
Albacete, 77776",Spain,+34927768183,2011-07-19,16,7,PR,600,1500,-1,S,2011-07-26,S,2011-08-08
1,77,Alfonso,Navarrete,Catalán,M,1991-03-19,ID,3520044559544401,nuria69@rios-pina.com,nuria69@rios-pina.com,nuria69,S,"Camino Sebastian Alegre 8
Zaragoza, 54644",Spain,+34183570860,2016-03-09,19,20,SC,600,3000,600,N,2016-03-29,S,2016-04-01
1,78,Dolores,Bayona,Borrego,F,1973-03-29,DL,4683356720511916,scortes@hotmail.com,scortes@hotmail.com,scortes,S,"Vial de Magdalena Blazquez 25 Apt. 73 
Ávila, 61584",Spain,+34203302953,2019-06-27,10,99,C,1500,-1,1500,N,2019-07-07,N,2019-07-21
1,79,Aurora,Antúnez,Losada,F,1973-06-27,DL,5130684653913437,joanlobo@jordan-paz.info,joanlobo@jordan-paz.info,joanlobo,S,"Pasadizo de Alfonso Portero 11 Puerta 9 
Girona, 56039",Spain,+34699224768,2013-12-25,03,6,A,-1,1500,-1,N,2014-01-10,S,2014-01-09
1,80,Amparo,Acuña,Manzano,M,1975-12-14,PA,213101036201340,josefa63@escalona-narvaez.com,josefa63@escalona-narvaez.com,josefa63,S,"Alameda de Lorena Checa 26
Melilla, 34045",Spain,+34119222825,2012-08-10,17,3,A,600,-1,600,S,2012-08-29,N,2012-09-02
1,81,Francisca,Macias,Barceló,F,1983-10-31,DL,2225156617213769,lnebot@hotmail.com,lnebot@hotmail.com,lnebot,S,"Pasaje de Sonia Cervera 23 Puerta 6 
Salamanca, 26729",Spain,+34549174338,2015-12-29,06,6,AE,3000,1500,-1,N,2016-01-24,N,2016-01-14
1,82,Aurora,Jordán,Recio,F,1985-06-06,PA,060426386060,vicentemascaro@baeza.org,vicentemascaro@baeza.org,vicentemascaro,S,"Urbanización de Jose Maria Tormo 33
Salamanca, 89381",Spain,+34413260420,2017-11-09,16,20,S,600,1500,1500,N,2017-11-30,S,2017-12-04
1,83,Felipe,Anguita,Font,F,1977-05-26,SS,4332106462258910,rvinas@hotmail.com,rvinas@hotmail.com,rvinas,S,"Pasaje de Patricia Sanabria 30
Álava, 05839",Spain,+34065271155,2012-05-20,06,9,SC,1500,1500,3000,N,2012-06-10,S,2012-06-11
1,84,Адам,Іванченко,Лаба,M,1985-10-08,ID,060448805121,anita70@i.ua,anita70@i.ua,anita70,N,"вулиця Иванова Андрея, 65, село Тарас, 01353",Ukraine,+38090295-08-11,2018-10-27,12,5,A,-1,3000,600,S,2018-11-09,N,2018-11-23
1,85,Alfredo,Peñalver,Pina,M,1993-07-08,PA,4852886077906926,rouracristina@hotmail.com,rouracristina@hotmail.com,rouracristina,S,"Via Celia Muro 50
Barcelona, 10225",Spain,+34883518322,2011-03-14,19,13,C,3000,3000,1500,S,2011-04-01,N,2011-03-27
1,86,Alex,Baños,Martin,M,1982-12-17,ID,501833577122,rcanales@palma-nevado.info,rcanales@palma-nevado.info,rcanales,S,"Callejón de Josefina Bernad 866
Ourense, 95862",Spain,+34938044991,2013-11-21,15,18,C,600,-1,3000,N,2013-12-20,N,2013-12-04
1,87,David,Niño,Batalla,F,1978-07-19,PA,370985080103330,carlosmarco@gual-folch.com,carlosmarco@gual-folch.com,carlosmarco,S,"Avenida de Carmen Vilalta 20 Puerta 2 
León, 30225",Spain,+34365460955,2013-05-05,20,12,S,600,3000,1500,S,2013-06-02,S,2013-05-22
1,88,Francisca,Pedraza,Amores,M,1991-03-07,ID,6011000103513333,laurafuertes@yahoo.com,laurafuertes@yahoo.com,laurafuertes,S,"Pasaje de Marcos Larrañaga 1
Navarra, 67444",Spain,+34062966309,2015-02-06,06,6,AE,600,-1,3000,S,2015-02-13,N,2015-02-24
