operator_id,player_id,first_name,last_name_01,last_name_02,sex,birthdate,document_type_id,identification_document,email,login,pseudonym,resident,address,country,telephone,activation_date,fiscal_region,payment_method_id,cnj_status,deposit_limit_day,deposit_limit_month,deposit_limit_year,vsvdi_status,vsvdi_date,vdocumental_status,vdocumental_date
1,13,Jonathon,Wright,Cruz,M,1994-09-10,SS,3506247684057904,syoung@brown.org.au,syoung@brown.org.au,syoung,N,"88 /
 41 Sanchez Pocket
West Alexandraville, TAS, 0948",Australia,87418866,2015-12-14,14,8,S,3000,-1,-1,N,2016-01-03,S,2016-01-13
1,14,Encarnacion,Salvà,Rivas,M,1993-02-15,SS,4211853634555642,tejeraalicia@mata-varela.com,tejeraalicia@mata-varela.com,tejeraalicia,S,"Pasadizo Gema Uriarte 15
Ceuta, 01964",Spain,+34269899697,2016-03-08,12,11,PV,3000,-1,600,N,2016-03-17,N,2016-03-16
1,15,Julia,Saura,Prats,F,1998-10-22,PA,3530353055463398,riosivan@yahoo.com,riosivan@yahoo.com,riosivan,S,"Pasaje Sofia Vergara 22
Pontevedra, 12753",Spain,+34231413603,2013-11-24,02,2,PR,-1,600,600,N,2013-12-05,N,2013-12-19
1,16,Claudia,Rincón,Leiva,M,1988-06-29,DL,4504102367030403585,alberto68@mariscal.biz,alberto68@mariscal.biz,alberto68,S,"Vial Beatriz Campos 84 Piso 1 
Lugo, 78186",Spain,+34600731871,2014-04-06,05,19,AE,1500,-1,3000,N,2014-04-23,N,2014-04-10
1,17,Begoña,Huguet,Castell,M,1979-08-29,ID,30230169316962,qaranda@gmail.com,qaranda@gmail.com,qaranda,S,"Ronda de Encarnacion Osorio 24 Piso 4 
Ciudad, 87470",Spain,+34354179813,2012-09-19,18,15,AC,600,3000,-1,N,2012-10-07,N,2012-10-14
1,18,Dario,Drandić,Herceg,M,1984-06-28,OT,4213416295504,ngustin@zivkovic.com.hr,ngustin@zivkovic.com.hr,ngustin,N,"Ksaverska 410
16010 Otok",Croatia,08002278,2013-02-20,19,9,C,1500,3000,1500,S,2013-03-16,S,2013-02-28
1,19,Hans-Uwe,Langern,Hermann,F,1990-05-28,DL,180024787634122,marlen78@pechel.com,marlen78@pechel.com,marlen78,N,"Adina-Schweitzer-Platz 8
49876 Fürstenwalde",Germany,09473765774,2013-09-30,16,19,PV,3000,-1,3000,N,2013-10-08,S,2013-10-08
1,20,Silvia,Izquierdo,Bejarano,M,1973-01-30,PA,3563606836811007,ochoadomingo@peral-bas.org,ochoadomingo@peral-bas.org,ochoadomingo,S,"Pasaje de Guillermo Morata 3
Cáceres, 96426",Spain,+34496272198,2013-10-08,02,2,PR,1500,3000,3000,S,2013-10-11,S,2013-10-26
1,21,Alejandra,Carreras,Oliveras,M,1994-03-12,SS,676338017616,angelescarnero@carrasco-marquez.com,angelescarnero@carrasco-marquez.com,angelescarnero,S,"Alameda de Sonia Barrios 4
Ciudad, 55753",Spain,+34770520578,2017-10-20,03,20,S,3000,1500,600,S,2017-11-10,S,2017-10-27
1,22,Samuel,Espejo,Llorens,M,1985-03-26,DL,30444482720038,dtamarit@gmail.com,dtamarit@gmail.com,dtamarit,S,"Pasaje de Emilio Quirós 83
Santa Cruz de Tenerife, 79124",Spain,+34930819028,2016-10-17,21,20,O,3000,3000,1500,N,2016-11-12,S,2016-11-01
1,23,David,Jaén,Garriga,F,1993-12-19,OT,213103041286506,hcollado@mas.com,hcollado@mas.com,hcollado,S,"Avenida Daniel Plaza 31
Granada, 19801",Spain,+34183893587,2016-11-14,06,12,S,600,1500,600,S,2016-11-18,S,2016-12-12
1,24,Rafael,Bernad,Torrent,F,1985-06-17,ID,5568340650047619,jose-franciscogabaldon@sotelo.org,jose-franciscogabaldon@sotelo.org,jose-franciscogabaldon,S,"Via Joan Donoso 70 Piso 2 
Toledo, 29193",Spain,+34912207254,2011-04-21,18,18,S,600,-1,-1,N,2011-05-15,S,2011-05-02
1,25,Alfredo,Verdugo,Alfonso,F,1991-09-04,PA,373176840998279,aanglada@hotmail.com,aanglada@hotmail.com,aanglada,S,"Vial Alejandra Ugarte 67
Huesca, 28154",Spain,+34749401913,2019-05-08,04,12,AE,600,3000,1500,S,2019-06-01,S,2019-06-05
1,26,Inmaculada,Carbonell,Bernad,M,1979-04-29,ID,213169103184442,jose-franciscofortuny@yahoo.com,jose-franciscofortuny@yahoo.com,jose-franciscofortuny,S,"Acceso Francisco Jose Acero 68 Puerta 0 
Córdoba, 71739",Spain,+34453871812,2012-03-02,06,16,PV,600,600,-1,N,2012-03-31,N,2012-03-14
1,27,Paula,Girón,Cabello,M,1989-03-24,OT,4672562199440,albert64@gracia-quintanilla.biz,albert64@gracia-quintanilla.biz,albert64,S,"Cañada Jaime Solsona 251 Piso 9 
Almería, 72967",Spain,+34963682354,2015-08-19,16,3,AC,1500,600,1500,S,2015-08-31,N,2015-08-23
1,28,Teresa,Paredes,Moll,F,1994-07-22,PA,371488247962937,jose-miguelpolo@hotmail.com,jose-miguelpolo@hotmail.com,jose-miguelpolo,S,"Paseo de Carlos Barriga 58
Girona, 95354",Spain,+34498838826,2016-02-19,01,4,AE,1500,-1,-1,N,2016-02-27,N,2016-03-03
1,29,Nicolás,Benito,Jara,F,1970-06-04,OT,4387020251587145881,ngarmendia@gmail.com,ngarmendia@gmail.com,ngarmendia,S,"C. Celia Solé 703 Apt. 07 
Tarragona, 66704",Spain,+34478652851,2012-04-12,09,4,AE,600,-1,3000,S,2012-04-25,N,2012-05-07
1,30,Francisco Jose,Quero,Grau,M,1980-12-01,DL,4607664361767736,zlosa@hotmail.com,zlosa@hotmail.com,zlosa,S,"Avenida Andrea Agullo 72
Soria, 03826",Spain,+34598278707,2013-12-28,08,9,AC,-1,600,1500,N,2014-01-23,S,2014-01-10
1,31,Marcos,Giralt,Segovia,M,1994-09-19,SS,5274796567367546,tomas90@hotmail.com,tomas90@hotmail.com,tomas90,S,"Acceso de Julio Dominguez 78 Piso 4 
Lleida, 79129",Spain,+34339901940,2014-09-02,12,14,O,1500,-1,-1,S,2014-09-23,S,2014-09-13
1,32,امیر علی,هدایت,محمد پور,M,1992-09-07,SS,6011348161549842,tnzylyarsh@tkhdw.net,tnzylyarsh@tkhdw.net,tnzylyarsh,N,"744 اميرمهدي دره سوئیت 375
بندر آرین, قزوین 605","Iran, Islamic Republic of",05159667844,2017-10-03,20,8,AC,1500,1500,-1,S,2017-10-10,N,2017-10-26
1,33,Victoria,Carballo,Ávila,M,1982-12-03,OT,502099862588,jolive@yahoo.com,jolive@yahoo.com,jolive,S,"C. Nerea Girón 55
Madrid, 08549",Spain,+34559750955,2016-10-15,12,99,C,600,-1,600,N,2016-10-19,S,2016-10-24
1,34,Luz,Valls,Marí,F,1984-02-08,ID,3560732694499801,manuelegea@yahoo.com,manuelegea@yahoo.com,manuelegea,S,"Rambla Jaime Campo 13
Ourense, 13202",Spain,+34506130109,2015-08-31,11,8,AE,600,3000,3000,N,2015-09-07,S,2015-09-26
1,35,Tomás,Sarmiento,Valderrama,F,1995-04-20,PA,180017144054190,nieves14@hotmail.com,nieves14@hotmail.com,nieves14,S,"Cuesta de Eugenia Jerez 803
Ceuta, 20191",Spain,+34724849041,2011-11-19,01,12,C,600,1500,600,S,2011-12-14,S,2011-11-22
1,36,Nieves,Salamanca,Esteban,M,1977-02-02,ID,4278835969995287,jaimebatalla@hotmail.com,jaimebatalla@hotmail.com,jaimebatalla,S,"Callejón de Alba Leon 75 Puerta 7 
Ourense, 13465",Spain,+34450806808,2015-07-14,19,5,A,-1,-1,3000,N,2015-08-04,N,2015-07-19
1,37,Olavi,Kettunen,Lindqvist,F,1989-09-04,ID,30288140425963,seppalamarkus@luukku.com,seppalamarkus@luukku.com,seppalamarkus,N,"Veräjämäenbulevardi 40
08808 Kaavi",Finland,+358209595045,2019-02-03,03,6,SC,3000,600,-1,N,2019-02-16,S,2019-02-15
1,38,Julian,Plana,Toledo,F,1987-02-05,PA,4185296390908690,gonzalorico@redondo.com,gonzalorico@redondo.com,gonzalorico,S,"Paseo de Ángeles Calderon 36
Lleida, 93545",Spain,+34096362053,2015-10-03,06,18,AC,600,3000,600,N,2015-10-24,N,2015-10-14
1,39,Salvador,Gras,Salgado,F,1990-10-18,ID,3549632673286037,oscarjodar@bello-ibarra.com,oscarjodar@bello-ibarra.com,oscarjodar,S,"Glorieta Pedro Benitez 94 Puerta 3 
Badajoz, 97451",Spain,+34891867441,2013-01-23,21,4,PV,3000,3000,1500,N,2013-01-25,N,2013-01-28
1,40,Luis Miguel,Font,Ruano,F,1976-02-06,DL,4325315047057,egalvez@gmail.com,egalvez@gmail.com,egalvez,S,"Via de Roberto Coloma 4 Apt. 11 
La Rioja, 45570",Spain,+34254617445,2016-05-01,09,1,S,600,3000,600,N,2016-05-31,N,2016-05-20
1,41,Felipe,Requena,Montalbán,M,1985-01-18,DL,4350230555437541,esaenz@sanchez.com,esaenz@sanchez.com,esaenz,S,"Urbanización Enrique Cortés 1 Piso 0 
Santa Cruz de Tenerife, 17235",Spain,+34305800573,2013-07-28,04,18,AC,3000,3000,3000,N,2013-08-16,S,2013-08-12
1,42,Gloria,Hidalgo,Ávila,M,1984-11-24,ID,3560550253801963,morellfatima@ferrera-moya.com,morellfatima@ferrera-moya.com,morellfatima,S,"Pasadizo de Juan Antonio Salcedo 73 Puerta 1 
Cádiz, 34491",Spain,+34419663254,2017-10-15,16,7,PR,3000,-1,3000,N,2017-10-20,N,2017-10-20
1,43,María,Ferrándiz,Ruiz,F,1974-07-21,OT,5275029738621693,aurorapedro@arevalo-carbajo.net,aurorapedro@arevalo-carbajo.net,aurorapedro,S,"Camino Francisco Arroyo 3
Badajoz, 82251",Spain,+34059614411,2013-10-21,10,99,PV,1500,3000,600,S,2013-11-03,S,2013-11-16
1,44,Roberto,Figuerola,Samper,M,1980-10-15,PA,3519534748040181,peraeugenia@rico.biz,peraeugenia@rico.biz,peraeugenia,S,"Ronda Eduardo Castell 60 Puerta 0 
Sevilla, 00655",Spain,+34751054545,2017-08-10,06,3,A,3000,1500,3000,N,2017-08-26,N,2017-09-05
1,45,Joseph,James,Griffin,M,1995-04-23,ID,4537408836061266,wendy80@lee.com.au,wendy80@lee.com.au,wendy80,N,"065 Arnold Chase
Gonzaleschester, SA, 2682",Australia,+61.3.3137.7678,2010-07-05,11,8,PR,1500,-1,600,S,2010-07-07,S,2010-07-12
1,46,Jose Maria,Heras,Lerma,M,1976-04-14,ID,30034314071740,marcbernad@vilaplana.com,marcbernad@vilaplana.com,marcbernad,S,"Pasaje de Miguel Ángel Silva 83
León, 88588",Spain,+34804772896,2010-08-20,12,10,SC,1500,-1,600,N,2010-08-26,S,2010-09-10
1,47,रचना,कुमार,गणेश,F,1979-10-02,ID,3577548238007244,wvikaavi@yahoo.com,wvikaavi@yahoo.com,wvikaavi,N,"947 गायकवाड
फतहपुर-708692",India,+916054070362,2011-10-03,19,8,PR,1500,3000,-1,S,2011-10-08,S,2011-11-01
1,48,Consuelo,Carpio,Bustamante,F,1976-04-20,OT,4326433426370187,haroramon@gmail.com,haroramon@gmail.com,haroramon,S,"Alameda Cesar Alfaro 75 Puerta 1 
Baleares, 67014",Spain,+34343591459,2011-06-13,20,99,AC,-1,1500,1500,S,2011-07-05,S,2011-07-07
1,49,Francisco Javier,Nicolás,Mir,F,1977-11-06,ID,3571949864950903,iniguezpurificacion@yahoo.com,iniguezpurificacion@yahoo.com,iniguezpurificacion,S,"Callejón Jose Angel Cases 68
León, 28145",Spain,+34865432764,2010-07-10,12,13,A,600,-1,1500,S,2010-07-16,N,2010-07-18
1,50,Esther,Sureda,Rocamora,F,1970-04-25,SS,3551499591618070,luisa07@gmail.com,luisa07@gmail.com,luisa07,S,"Vial Olga Valero 976
Zamora, 86809",Spain,+34977190007,2014-11-15,16,15,O,1500,-1,600,S,2014-12-09,N,2014-11-24
1,51,Jose Luis,Tejedor,Calzada,M,1995-05-06,DL,4268271527080923041,magdalenacarnero@gmail.com,magdalenacarnero@gmail.com,magdalenacarnero,S,"Pasadizo de Julio Amigó 17
Guadalajara, 31630",Spain,+34089084905,2016-04-13,08,3,C,600,-1,-1,S,2016-04-26,S,2016-04-15
1,52,Nieves,Carbajo,Raya,M,1997-09-05,SS,503811064610,magdalena44@jimenez-herrera.info,magdalena44@jimenez-herrera.info,magdalena44,S,"Rambla de Jose Antonio Tomas 7
Guadalajara, 40792",Spain,+34322566607,2016-09-09,03,3,AC,1500,3000,3000,N,2016-09-19,S,2016-09-23
1,53,Jordi,Baró,Frutos,M,1980-01-12,PA,2227850038882578,echevarriadaniela@hotmail.com,echevarriadaniela@hotmail.com,echevarriadaniela,S,"Via de Laura Cañete 41 Puerta 9 
Tarragona, 12622",Spain,+34212101092,2013-04-10,04,20,S,1500,1500,1500,N,2013-05-01,S,2013-04-12
1,54,Sara,Roldan,Domínguez,M,1995-04-13,OT,4386490346280208,salazarsofia@hotmail.com,salazarsofia@hotmail.com,salazarsofia,S,"Rambla Francisco Jose Ponce 313
Zaragoza, 25995",Spain,+34379681348,2018-06-17,08,18,O,600,3000,600,S,2018-07-17,N,2018-07-02
1,55,Yolanda,Solís,Piñol,M,1979-10-02,DL,5443660977029649,blancazaragoza@gmail.com,blancazaragoza@gmail.com,blancazaragoza,S,"Glorieta de Emilio Villegas 42 Apt. 84 
Almería, 35749",Spain,+34615436980,2017-04-11,02,7,AE,-1,600,3000,S,2017-05-10,N,2017-05-07
1,56,Eduardo,Azcona,Manso,M,1998-02-15,DL,630467002691,adrianduque@gmail.com,adrianduque@gmail.com,adrianduque,S,"Cañada Carmen Revilla 46 Piso 6 
Baleares, 84852",Spain,+34993817199,2012-05-30,14,16,AC,1500,600,600,N,2012-06-23,N,2012-06-22
1,57,Gianmarco,Rizzi,Bruno,M,1986-09-19,OT,372629777065489,uriva@tiscali.it,uriva@tiscali.it,uriva,N,"Stretto Flaviana 704 Piano 2
San Timoteo calabro, 49061 Reggio Calabria (CN)",Italy,+3900423270248,2015-07-07,04,10,A,1500,3000,3000,S,2015-07-20,N,2015-07-13
1,58,Iker,Pina,Ordóñez,M,1983-04-19,SS,3569762583283421,nicolas29@chico.net,nicolas29@chico.net,nicolas29,S,"Pasadizo de Vicenta Carreras 94
Cuenca, 71806",Spain,+34158375953,2011-04-14,05,19,PR,600,1500,1500,N,2011-05-13,N,2011-04-21
1,59,Eva,Contreras,Bermudez,M,1986-06-05,PA,213136706111254,juan-manuelbertran@sanjuan.org,juan-manuelbertran@sanjuan.org,juan-manuelbertran,S,"Ronda de Rosario Barberá 188
Toledo, 21412",Spain,+34850268432,2018-11-12,04,12,PR,600,-1,-1,S,2018-11-25,N,2018-12-03
1,60,Roberto,Criado,Jurado,F,1989-07-14,ID,3598074023906347,bolmedo@larrea.com,bolmedo@larrea.com,bolmedo,S,"Cuesta Antonio Cáceres 13
Castellón, 34815",Spain,+34963197128,2017-12-11,13,20,SC,-1,3000,1500,N,2017-12-20,N,2017-12-29
1,61,Victoria,Rebollo,Guijarro,F,1984-01-24,SS,213117514456297,pinaantonia@tellez.biz,pinaantonia@tellez.biz,pinaantonia,S,"Ronda Alejandra Amigó 37
Madrid, 80026",Spain,+34000366106,2018-04-06,18,14,O,3000,1500,600,S,2018-04-15,N,2018-05-02
1,62,Catalina,González,Olivares,M,1982-10-04,DL,4418858063167,bertranrafael@munoz.com,bertranrafael@munoz.com,bertranrafael,S,"Plaza de Sofia Pujol 9 Piso 2 
Tarragona, 79410",Spain,+34718179658,2018-10-12,14,1,PR,-1,-1,600,N,2018-10-20,S,2018-10-28
1,63,Clara,Enríquez,Casanova,M,1971-02-13,ID,377053060495946,parejojuan@cifuentes.com,parejojuan@cifuentes.com,parejojuan,S,"Pasadizo Marcos Robledo 71
Badajoz, 01027",Spain,+34507711019,2013-04-10,03,14,SC,600,3000,3000,N,2013-05-07,S,2013-05-02
1,64,Aitor,Téllez,Anguita,M,1979-10-22,OT,4733195781072375621,mario05@gmail.com,mario05@gmail.com,mario05,S,"Vial de Eduardo Mármol 94 Apt. 09 
Asturias, 24429",Spain,+34373618914,2013-01-10,09,11,PV,600,-1,3000,N,2013-02-04,N,2013-01-13
1,65,Pilar,Iriarte,Quintanilla,F,1974-07-29,DL,344383446102621,pedro99@yahoo.com,pedro99@yahoo.com,pedro99,S,"Avenida de Jose Maria Ribas 99 Piso 4 
Asturias, 71493",Spain,+34057851665,2014-06-28,05,7,PV,600,-1,3000,N,2014-07-17,N,2014-07-02
1,66,Ines,Colom,Solano,M,1974-10-17,ID,30073774302385,obas@salgado.biz,obas@salgado.biz,obas,S,"Pasaje de Alejandra Benítez 989 Apt. 76 
Lugo, 15953",Spain,+34765095848,2018-01-13,04,5,O,3000,1500,600,N,2018-02-04,S,2018-01-17
1,67,Jordi,Segovia,Teruel,M,1974-01-25,PA,6579490229815239,rebollopatricia@gmail.com,rebollopatricia@gmail.com,rebollopatricia,S,"Vial de Claudia Verdú 56
La Rioja, 69909",Spain,+34672505713,2013-09-01,07,20,SC,600,-1,-1,N,2013-09-15,N,2013-09-14
1,68,Laura,Mata,Hervia,F,1991-04-07,SS,4550873558008988660,aragonaurora@yahoo.com,aragonaurora@yahoo.com,aragonaurora,S,"Cuesta Silvia Maldonado 84
Segovia, 07932",Spain,+34686120015,2013-12-10,08,19,PR,3000,1500,1500,N,2013-12-15,N,2013-12-29
1,69,Francisco Javier,Sanchez,Contreras,F,1970-06-06,ID,675980431554,mercedes74@hotmail.com,mercedes74@hotmail.com,mercedes74,S,"Pasaje de Daniela Adadia 8
Soria, 32731",Spain,+34620213524,2015-01-12,19,2,S,-1,600,-1,N,2015-01-13,S,2015-01-27
1,70,Soledad,Ramos,Ferrándiz,M,1988-04-05,PA,5258782604252792,busquetsdavid@aguila.com,busquetsdavid@aguila.com,busquetsdavid,S,"Paseo Lorenzo Piñol 78 Puerta 2 
Cáceres, 51927",Spain,+34620975403,2013-06-20,10,99,C,600,-1,3000,S,2013-07-05,N,2013-06-28
1,71,Marcos,Salmerón,Morera,F,1979-12-19,SS,6011411428828241,lorenavilanova@rocamora.net,lorenavilanova@rocamora.net,lorenavilanova,S,"Pasaje Pablo Galán 69
Toledo, 41721",Spain,+34655565939,2011-11-02,06,14,S,-1,1500,-1,S,2011-11-24,S,2011-11-28
1,72,Juan Luis,Gaya,Verdejo,M,1997-04-28,SS,4717249653036,coboeva@hotmail.com,coboeva@hotmail.com,coboeva,S,"Rambla Carla Miguel 80
Alicante, 06997",Spain,+34058146093,2016-01-05,04,19,AE,600,-1,600,N,2016-01-06,N,2016-01-28
1,73,Sara,Abella,Pérez,M,1981-07-14,OT,5112665816371623,susana38@yahoo.com,susana38@yahoo.com,susana38,S,"C. de Vicente Arjona 73 Apt. 86 
La Rioja, 02734",Spain,+34828487659,2017-05-17,22,17,PV,3000,-1,1500,N,2017-05-31,N,2017-05-28
1,74,Raquel,Hernandez,Díez,F,1990-04-23,PA,4454719849411,mohamedbosch@hotmail.com,mohamedbosch@hotmail.com,mohamedbosch,S,"Camino Claudia Meléndez 38
Zaragoza, 51790",Spain,+34826125161,2017-05-30,07,10,SC,-1,1500,-1,S,2017-06-13,S,2017-06-16
1,75,Rosa,Linares,Seguí,M,1997-08-24,OT,3540764338721592,sacristanjose-luis@vigil.org,sacristanjose-luis@vigil.org,sacristanjose-luis,S,"Rambla de Rafael Casado 795 Puerta 2 
Toledo, 50883",Spain,+34488940001,2017-02-03,06,17,S,3000,1500,3000,S,2017-02-26,S,2017-02-12
1,76,Catalina,Conde,Codina,F,1982-07-06,ID,3578343422907022,nicolasarroyo@yahoo.com,nicolasarroyo@yahoo.com,nicolasarroyo,S,"Rambla de Fernando Rosales 98 Piso 7 
Valladolid, 77558",Spain,+34986996411,2017-01-02,15,6,AE,1500,1500,-1,N,2017-01-22,S,2017-02-01
1,77,Nuria,Lucas,Luna,M,1972-09-13,DL,30432867180878,juan10@zorrilla.com,juan10@zorrilla.com,juan10,S,"Cañada Carolina Aragón 41 Piso 7 
Málaga, 82949",Spain,+34470551469,2016-12-21,05,6,AE,600,1500,1500,N,2017-01-05,N,2017-01-07
1,78,Katica,Matko,Šarić,M,1976-08-05,DL,4153186197706,brunobacic@filipovic.com,brunobacic@filipovic.com,brunobacic,N,"Opatovina 7c/0
25650 Metković",Croatia,020570812,2019-01-27,10,18,AE,3000,3000,1500,S,2019-02-09,N,2019-02-07
1,79,Mar,Suarez,Canet,M,1979-07-31,ID,30335345753929,antunezdolores@carreno-carrasco.com,antunezdolores@carreno-carrasco.com,antunezdolores,S,"Pasadizo Andrea Amor 48 Piso 0 
Teruel, 19349",Spain,+34190594408,2019-07-14,08,9,O,600,1500,3000,N,2019-07-27,S,2019-07-26
1,80,Guillermo,Alcántara,Alegre,M,1990-03-11,DL,4714929633815567,varmengol@yahoo.com,varmengol@yahoo.com,varmengol,S,"Plaza Andrés Vicente 66 Puerta 3 
Cáceres, 49495",Spain,+34329526746,2010-03-23,01,18,PR,600,1500,1500,N,2010-04-21,S,2010-04-01
1,81,Salvador,Castillo,Buendía,F,1988-02-21,SS,30144549161388,juliasolera@hotmail.com,juliasolera@hotmail.com,juliasolera,S,"Cuesta de Felipe Folch 920 Apt. 85 
Málaga, 30950",Spain,+34313054204,2017-08-24,16,14,O,1500,1500,3000,N,2017-09-03,S,2017-09-16
1,82,Tyler,Thompson,Rangel,F,1983-07-24,DL,180026013328882,lewisrebecca@yahoo.com,lewisrebecca@yahoo.com,lewisrebecca,N,"8 Rubio Interchange
Josephville, SA, 2602",Australia,+61717575661,2019-08-14,01,13,SC,-1,-1,3000,S,2019-09-13,S,2019-09-04
1,83,جرّاح,الزيدانية,أبو شقدم,M,1980-02-13,OT,213175556874397,hshmbd-lkrym@bdr.org,hshmbd-lkrym@bdr.org,hshmbd-lkrym,N,"0716 سيّد Courts Suite 177
مهيارfort, NC 35394","Palestine, State of",042932124,2010-06-04,08,20,AE,1500,3000,600,N,2010-06-15,S,2010-06-22
1,84,Ángeles,Nadal,Bauzà,M,1982-06-13,DL,3563619517707444,ozabala@mulet.com,ozabala@mulet.com,ozabala,S,"C. de Irene Murcia 5 Puerta 0 
Lugo, 76083",Spain,+34298088387,2012-07-19,11,4,PR,3000,3000,-1,S,2012-07-27,S,2012-08-01
1,85,Jose Antonio,Rius,Heredia,M,1979-05-20,DL,3548028879898223,vlinares@olivera-arevalo.info,vlinares@olivera-arevalo.info,vlinares,S,"Rambla Julio Castañeda 497 Piso 1 
Girona, 85451",Spain,+34209808873,2011-01-14,04,2,S,1500,600,1500,S,2011-02-04,N,2011-01-17
1,86,Ivan,Alcázar,Alonso,M,1989-07-18,SS,6575665331571408,montserratbello@gmail.com,montserratbello@gmail.com,montserratbello,S,"Paseo de Lucía Aparicio 27 Piso 7 
Sevilla, 37996",Spain,+34992782324,2018-05-10,15,20,PR,-1,-1,-1,S,2018-05-28,S,2018-06-08
1,87,محمدحسین,سعیدی,وثاق,F,1982-09-06,ID,502054901025,wlshjrdymhn@pdydh.com,wlshjrdymhn@pdydh.com,wlshjrdymhn,N,"44949 هلیا خیابان
روستای ماهان, فارس 286","Iran, Islamic Republic of",06690553795,2012-02-25,16,6,AC,-1,1500,600,N,2012-03-05,S,2012-03-26
1,88,Susana,Lastra,Casal,F,1995-02-23,ID,060497148811,jose-maria46@flor.com,jose-maria46@flor.com,jose-maria46,S,"Pasaje Jose Antonio Carbó 875 Piso 1 
Tarragona, 90178",Spain,+34353144781,2017-09-30,19,19,O,600,3000,1500,S,2017-10-30,S,2017-10-16
1,89,Ines,Anaya,Crespo,M,1997-10-22,SS,3581346937492195,mercedes85@anaya.org,mercedes85@anaya.org,mercedes85,S,"Plaza Ángeles Fajardo 48
Pontevedra, 07746",Spain,+34107852142,2016-10-05,13,10,AC,1500,-1,3000,N,2016-11-03,N,2016-10-28
